-0.00000994914811027668,-0.00000494547058823529
-0.00000989922555479698,-0.00000489588235294117
-0.00000984930299931728,-0.00000484629411764706
-0.00000979938044383758,-0.00000479670588235294
-0.00000974945788835788,-0.00000474711764705882
-0.00000969953533287819,-0.00000469752941176470
-0.00000964961277739849,-0.00000464794117647058
-0.00000959969022191879,-0.00000459835294117647
-0.00000954976766643909,-0.00000454876470588235
-0.00000949984511095939,-0.00000449917647058823
-0.00000944992255547969,-0.00000444958823529411
-0.00000940000000000000,-0.00000439999999999999
-0.00000935007744452030,-0.00000435041176470588
-0.00000930015488904060,-0.00000430082352941176
-0.00000925023233356090,-0.00000425123529411764
-0.00000920030977808120,-0.00000420164705882352
-0.00000915038722260150,-0.00000415205882352940
-0.00000910046466712181,-0.00000410247058823529
-0.00000905054211164211,-0.00000405288235294117
-0.00000900061955616241,-0.00000400329411764705
-0.00000895069700068271,-0.00000395370588235293
-0.00000890077444520301,-0.00000390411764705881
-0.00000885085188972331,-0.00000385452941176470
-0.00000880092933424362,-0.00000380494117647058
-0.00000875100677876392,-0.00000375535294117646
-0.00000870108422328422,-0.00000370576470588234
-0.00000865116166780452,-0.00000365617647058823
-0.00000860123911232482,-0.00000360658823529411
-0.00000855131655684512,-0.00000355699999999999
-0.00000850139400136542,-0.00000350741176470587
-0.00000845147144588573,-0.00000345782352941176
-0.00000840154889040603,-0.00000340823529411764
-0.00000835162633492633,-0.00000335864705882352
-0.00000830170377944663,-0.00000330905882352940
-0.00000825178122396693,-0.00000325947058823529
-0.00000820185866848723,-0.00000320988235294117
-0.00000815193611300754,-0.00000316029411764705
-0.00000810201355752784,-0.00000311070588235293
-0.00000805209100204814,-0.00000306111764705882
-0.00000800216844656844,-0.00000301152941176470
-0.00000795224589108874,-0.00000296194117647058
-0.00000790232333560904,-0.00000291235294117646
-0.00000785240078012935,-0.00000286276470588235
-0.00000780247822464965,-0.00000281317647058823
-0.00000775255566916995,-0.00000276358823529411
-0.00000770263311369025,-0.00000271399999999999
-0.00000765271055821055,-0.00000266441176470588
-0.00000760278800273085,-0.00000261482352941176
